name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-02-15,1.4,-2.4,-0.3,1.4,-8.3,-3.7,-4.3,74.2,0.081,100,8.33,"rain,snow",0,9.1,47.1,34.9,23.2,1013.6,100,14.5,22.8,1.9,1,10,2025-02-15T06:45:48,2025-02-15T17:24:08,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-16,-1.9,-10.9,-3.9,-8,-19.3,-11.1,-9.4,66,0,0,0,snow,1.4,9.5,50.7,34.5,317.4,1013,78.3,14.3,67.1,5.8,4,10,2025-02-16T06:44:26,2025-02-16T17:25:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-17,-11.9,-16,-14,-20.5,-25.1,-22.9,-21.8,51.8,0,0,0,,0,9.5,43.6,27.4,282.1,1028.1,47.7,16,118.9,10.4,6,10,2025-02-17T06:43:01,2025-02-17T17:26:39,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-18,-9.2,-19.3,-14.5,-15.2,-28.1,-22.3,-23.8,45.8,0,0,0,,0,6.8,37.1,20.4,321.3,1036,66.6,16,124.9,10.8,6,10,2025-02-18T06:41:36,2025-02-18T17:27:54,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-19,-7.5,-14.3,-11.7,-14,-21.9,-18.8,-20.2,49.2,0,0,0,,0,3.1,32.4,20,309.4,1034.4,92,16,89.5,7.6,4,10,2025-02-19T06:40:10,2025-02-19T17:29:09,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-20,-3.9,-14.9,-9.2,-9.2,-22.4,-16,-16.3,57.1,0,0,0,,0,2.4,39.2,23.3,295.1,1033,38.2,15.8,130.4,11.3,6,10,2025-02-20T06:38:43,2025-02-20T17:30:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-21,-1.9,-11.3,-6.6,-6.7,-16.5,-11.6,-12.5,63.1,0,0,0,,0,2,30.6,19.9,249.2,1035.8,1.3,16,127.2,11.1,6,10,2025-02-21T06:37:14,2025-02-21T17:31:38,0.8,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-22,1.4,-8.9,-3.1,-2.5,-15,-8.7,-11.5,53.6,0,0,0,,0,2.4,46.9,30,232.7,1025.5,39.1,16,123.2,10.6,6,10,2025-02-22T06:35:45,2025-02-22T17:32:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-23,7.9,-3.9,1.8,7.9,-8,-1.6,-5.5,59.1,0,0,0,,0,1.8,44.6,24.7,204.7,1017.8,73.8,16,39.8,3.3,2,10,2025-02-23T06:34:15,2025-02-23T17:34:05,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-24,12.6,3.4,8.1,12.6,-0.9,5.8,0.9,60.7,0,0,0,,0,0,47.5,30.3,230.7,1007.5,89.9,16,82.1,7.2,5,10,2025-02-24T06:32:44,2025-02-24T17:35:18,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-25,13.1,3.4,7.9,13.1,2.1,7,1.4,65.4,0.114,100,4.17,rain,0,0,35.3,21.1,291.1,1009.6,41,16,114,9.7,6,10,2025-02-25T06:31:12,2025-02-25T17:36:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-26,9.8,3,6.1,8.8,-0.2,3.7,1.4,72.2,1.169,100,16.67,rain,0,0,37.8,22.1,83.1,1009.6,95.2,15.5,42.7,3.7,2,10,2025-02-26T06:29:39,2025-02-26T17:37:44,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-27,9.8,2.7,5.7,6.2,-1.2,2.6,-0.2,68.3,0.3,100,8.33,rain,0,0,51.6,33.3,290,1011.5,65.8,12.5,70.1,6,5,10,2025-02-27T06:28:05,2025-02-27T17:38:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-28,14.8,1.7,7.6,14.8,-2.3,4.9,-2.4,51.1,0,0,0,,0,0,77.8,46.2,263.8,1003.2,78.5,16,71.4,6.1,4,10,2025-02-28T06:26:31,2025-02-28T17:40:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-01,1.9,-4.7,-2.1,-4.1,-11.1,-7.4,-13.4,42.7,0,0,0,,0,0,56.4,40.2,341.6,1019.1,48,15.9,104.5,9,6,10,2025-03-01T06:24:56,2025-03-01T17:41:20,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-02,3.1,-7.3,-2.1,2.1,-11,-4.7,-12.6,47.1,0,0,0,,0,0,20.9,14.4,251.6,1024.9,48,16,109.5,9.6,6,10,2025-03-02T06:23:20,2025-03-02T17:42:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-03,8.5,0.3,4.5,5.1,-3,1,-7.3,42.4,0,0,0,,0,0,47.7,25.8,185.6,1017.4,93.9,16,37,3.1,2,10,2025-03-03T06:21:43,2025-03-03T17:43:43,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"USW00094846,72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-04,8.8,6.6,8.1,7.5,3.4,5.2,3.5,74.1,17.006,100,62.5,rain,0,0,60.9,30,175.1,1003.2,99.5,13.9,18.3,1.6,1,10,2025-03-04T06:20:06,2025-03-04T17:44:54,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-05,10.9,-0.2,6.3,10.9,-7.2,3,3.1,80.1,5.889,100,29.17,rain,0,0,65.2,38.8,276.1,988.1,99.2,11.7,27.3,2.1,1,10,2025-03-05T06:18:28,2025-03-05T17:46:04,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-06,5.5,-1.8,1.4,2.3,-8.4,-3.3,-7.3,53.6,0,0,0,,0,0,53.1,33.7,294.9,1011.2,42.9,16,123.8,10.8,7,10,2025-03-06T06:16:50,2025-03-06T17:47:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-07,3.9,1.2,2.3,3.7,-2,0.2,-1.6,75.9,2.62,100,29.17,rain,0.4,0,24.1,12.4,102.4,1012.1,95.8,11.7,25.7,2.1,1,10,2025-03-07T06:15:11,2025-03-07T17:48:25,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-08,10.4,-1.1,4.3,10.4,-3.9,1.7,-2.8,62.5,0,0,0,,0,0,53,34.3,274.5,1016.7,35,15.4,120.1,10.5,6,10,2025-03-08T06:13:32,2025-03-08T17:49:34,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-09,14.8,1.6,8.4,14.8,-1.5,7,-1.6,51.2,0,0,0,,0,0,46.1,27.9,245.6,1014.8,34.6,16,131.3,10.9,7,10,2025-03-09T07:11:52,2025-03-09T18:50:44,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-10,20.5,4.7,13.1,20.5,2.2,12.2,-0.7,40.7,0,0,0,,0,0,50,28.1,228.6,1007.8,37.6,16,136.8,11.8,7,10,2025-03-10T07:10:12,2025-03-10T18:51:53,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"USW00094846,72534014819,USW00014819,KORD,72530094846,KMDW,F1983,74466504838,USW00004838"
"Chicago, IL, United States",2025-03-11,15.3,3.1,8.2,15.3,-0.9,5.5,-1.9,49.8,0,0,0,,0,0,63.7,45.1,16.1,1007.9,77.3,16,126.5,10.9,6,10,2025-03-11T07:08:31,2025-03-11T18:53:02,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-12,10.4,3.6,6.5,10.4,-0.3,4.3,-6.3,40.6,0,0,0,,0,0,32.8,17.6,64.1,1010.6,28.6,16,134.9,11.5,7,10,2025-03-12T07:06:50,2025-03-12T18:54:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-13,15.4,1.9,8.3,15.4,0.3,7.4,-1.7,51.5,0,0,0,,0,0,33.5,20.7,78.2,1011.9,26.6,16,142.2,12.3,7,10,2025-03-13T07:05:09,2025-03-13T18:55:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-14,26.4,9.7,18.3,26.4,7.9,18.1,6.6,47.7,0,0,0,,0,0,72.7,39.7,164.9,1001.3,62,16,113.9,9.8,6,10,2025-03-14T07:03:27,2025-03-14T18:56:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-15,22.2,7.1,14.9,22.2,4.4,14.5,7.3,62.7,12.961,100,20.83,rain,0,0,75.1,46.2,216.2,991.8,90.4,13.6,85.6,7.3,4,10,2025-03-15T07:01:45,2025-03-15T18:57:37,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-16,6.4,-1,2,3.7,-5.1,-2,-1.9,75.8,3.971,100,33.33,"rain,snow",0.7,0.1,41.4,23.4,310,1005,85.1,12.8,25.8,2.3,1,10,2025-03-16T07:00:03,2025-03-16T18:58:45,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-17,12.1,-2.4,4.8,12.1,-5.3,2.8,-3.9,56.2,0,0,0,,0,0,63.5,38.4,189.3,1018.4,25.4,16,127.1,11.1,5,10,2025-03-17T06:58:21,2025-03-17T18:59:53,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-18,22.6,7.9,13.7,22.6,4.9,12.3,3,49.6,0,0,0,,0,0,55.4,31.5,191.3,1007.2,82.2,16,81.4,7,4,10,2025-03-18T06:56:39,2025-03-18T19:01:00,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-19,9.1,3.3,6.5,7.4,-3,3.3,3,79.3,15.206,100,25,rain,0,0,61.6,39.9,24.1,999.8,82.4,13.9,52,4.4,4,10,2025-03-19T06:54:56,2025-03-19T19:02:08,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-20,6.7,-0.1,2.8,3.5,-6.8,-1.8,-3.3,66.6,4.372,100,20.83,"rain,snow",1,0.7,63.3,39.6,336.3,1010.3,69.9,12.9,117.6,10.2,6,10,2025-03-20T06:53:13,2025-03-20T19:03:15,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-21,15.5,-0.1,7.7,15.5,-3.7,5.8,-3.1,49.4,0,0,0,,0,0,75.3,49.9,206.2,1009.4,62.2,16,116,10,7,10,2025-03-21T06:51:30,2025-03-21T19:04:22,0.74,Partially cloudy,Partly cloudy throughout the day.,wind,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-22,10.9,1.5,5,10.9,-2.4,1.5,-3.3,55.8,0,0,0,,0,0,47.1,29.3,1.4,1014.1,57.3,16,144.6,12.7,6,10,2025-03-22T06:49:47,2025-03-22T19:05:30,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-23,9.6,2,5.7,5.9,-1.2,1.9,-0.8,63.8,5.262,100,16.67,rain,0,0,77.5,42.7,186.5,1010,91.1,15.5,48,4,6,10,2025-03-23T06:48:05,2025-03-23T19:06:37,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-24,9.9,1.6,5.3,6.7,-5.3,0.7,-5,49.7,0,0,0,,0,0,71.1,39.7,282,1009.1,77.3,16,83,7.2,4,10,2025-03-24T06:46:22,2025-03-24T19:07:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-25,9.9,0.6,4.6,7.1,-1.8,2.3,-3.6,57.9,0,0,0,,0,0,43.9,24.8,40.5,1017.3,53.6,16,123.3,10.7,7,10,2025-03-25T06:44:39,2025-03-25T19:08:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-26,11.2,0.4,5,11.2,-2,3.7,-2.7,58.7,0,0,0,,0,0,32.4,14.8,108.5,1023.5,79.1,16,90.5,7.8,5,10,2025-03-26T06:42:56,2025-03-26T19:09:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-27,12.7,6.5,9.7,12.7,3.9,8.8,1.2,55.6,0,0,0,,0,0,44.6,23.7,193.4,1021.7,98.4,16,26.5,2.3,2,10,2025-03-27T06:41:13,2025-03-27T19:11:04,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-28,25.9,9.8,17.7,25.9,6.8,17.5,8,56,8.039,100,20.83,rain,0,0,72.8,44.6,207.5,1010.9,77.1,15.4,109.3,9.4,6,10,2025-03-28T06:39:31,2025-03-28T19:12:10,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-29,20.9,9.1,17.3,20.9,7.9,17.2,11.5,69.9,1.014,100,16.67,rain,0,0,56.9,36.2,203.1,1009.2,85.6,14.7,67,5.8,5,10,2025-03-29T06:37:48,2025-03-29T19:13:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-30,24.6,7.7,15.2,24.6,3.9,14.7,10.9,76.9,4.739,100,25,rain,0,0,64.6,38.8,222,1002.7,97.1,13.4,56.5,4.8,7,10,2025-03-30T06:36:06,2025-03-30T19:14:23,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-31,8,2.5,4.5,6.2,-2.5,0.5,-1.5,65.9,0.054,100,4.17,rain,0,0,46.9,32.1,341.4,1013,74.9,16,67.9,5.9,4,10,2025-03-31T06:34:24,2025-03-31T19:15:29,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-01,8.1,1.6,4.5,5,-3,0.6,-4.1,53.9,0,0,0,,0,0,53.9,34.3,79.4,1020,71.8,16,105.9,9.1,5,10,2025-04-01T06:32:42,2025-04-01T19:16:36,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-02,21.4,5.4,11.2,21.4,0.9,9,7.6,78.9,31.625,100,66.67,rain,0,0,65.2,37,143.3,1002.4,96.7,11.7,25.8,1.9,3,10,2025-04-02T06:31:01,2025-04-02T19:17:42,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-03,15.5,6.9,10,15.5,5.2,8.7,2.5,59.9,0,0,0,,0,0,59.5,33.5,264.9,1013.6,77.1,16,82,6.9,3,10,2025-04-03T06:29:20,2025-04-03T19:18:48,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-04,9.1,5.2,7.3,6.7,2.7,4.8,1.5,67.3,2.106,100,12.5,rain,0,0,40.7,27.5,60.8,1023.3,83.7,15.1,61.6,5.2,4,10,2025-04-04T06:27:39,2025-04-04T19:19:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-05,12.1,5.4,8.1,12.1,1.4,6.1,3,71.8,4.997,100,20.83,rain,0,0,41.8,23.3,9.4,1018,96.3,13.1,61.5,5.2,3,10,2025-04-05T06:25:59,2025-04-05T19:21:01,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-06,8.6,3.3,6.1,7.2,0,3.4,-5.8,43.2,0,0,0,,0,0,39.6,23.9,55.1,1019.1,72.5,16,125,10.8,7,10,2025-04-06T06:24:19,2025-04-06T19:22:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-07,7.5,0.7,3.7,3.9,-4.4,-0.9,-4.7,54.7,0,0,0,,0,0,57.6,41.7,13.2,1014.2,66.6,15.8,52.5,4.6,2,10,2025-04-07T06:22:39,2025-04-07T19:23:13,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-08,5.7,-3,1.6,5.4,-7.1,-2.2,-9,46.8,0,0,0,,0,0,35.3,19.7,14.6,1022.1,40.6,15.9,159.5,13.7,6,10,2025-04-08T06:21:00,2025-04-08T19:24:19,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-09,6.1,1.7,4,2.2,-2,0.4,-3.2,60.6,0.992,100,20.83,rain,0,0,48.6,23.7,142.7,1018.9,96.7,14.8,19.4,1.8,1,10,2025-04-09T06:19:21,2025-04-09T19:25:26,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-10,6.4,4.1,5.1,3.5,0.7,2,1.5,78.1,0,0,0,,0,0,33.5,21.9,39.8,1019.3,99.3,12.9,42.5,3.8,2,10,2025-04-10T06:17:43,2025-04-10T19:26:32,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-11,11,2.8,7.2,11,0,5.2,-2,55.5,0,0,0,,0,0,40.7,25.9,36.6,1023.9,46.1,15.8,145.9,12.6,8,10,2025-04-11T06:16:06,2025-04-11T19:27:38,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-12,16.1,2.6,9.9,16.1,1.2,9.6,-2.1,44.6,0,0,0,,0,0,33.5,24.3,137,1021.1,38.7,16,134.3,11.6,8,10,2025-04-12T06:14:29,2025-04-12T19:28:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-13,18.2,11.6,14.6,18.2,11.6,14.6,0.6,38.7,0,0,0,,0,0,56.5,32.7,164,1011.3,93.2,16,68.6,5.8,3,10,2025-04-13T06:12:52,2025-04-13T19:29:50,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-14,18.5,11.9,15.6,18.5,11.9,15.6,2.2,41.8,0,0,0,,0,0,64.1,40.7,275,1006.4,69.4,16,123.5,10.7,8,10,2025-04-14T06:11:16,2025-04-14T19:30:57,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-15,13.1,4.9,9.3,13.1,0,7.1,-0.6,52.3,0.245,100,8.33,rain,0,0,68.5,39.1,301.1,1012.9,69.8,16,83.2,6.9,8,10,2025-04-15T06:09:41,2025-04-15T19:32:03,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-16,9.4,2.7,6,7.7,0.4,3.4,-1.8,57.7,0,0,0,,0,0,35.3,21.3,62.8,1020.2,49.3,16,152.8,13.1,8,10,2025-04-16T06:08:07,2025-04-16T19:33:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-17,18.5,5.2,12,18.5,2.6,11.2,1.5,51.1,1.522,100,8.33,rain,0,0,60.5,35.1,163.1,1015,86,15.9,55.9,4.8,3,10,2025-04-17T06:06:34,2025-04-17T19:34:15,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-18,24.8,15.5,20.9,24.8,15.5,20.9,11.7,56,0.5,100,8.33,rain,0,0,62.4,34.5,207.9,1005,93.1,15.9,34.2,2.9,2,30,2025-04-18T06:05:01,2025-04-18T19:35:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-19,18.3,7.1,11.5,18.3,4.3,10.8,8,79.7,5.293,100,4.17,rain,0,0,49.7,28.9,265.2,1017.6,96.7,12.9,45.2,3.9,3,10,2025-04-19T06:03:29,2025-04-19T19:36:28,0.73,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-20,16.5,9,11.9,16.5,7.3,11.4,5.7,66.3,2.995,100,20.83,rain,0,0,47.7,29,94.2,1021.2,78.8,15.8,47.5,4.2,2,10,2025-04-20T06:01:58,2025-04-20T19:37:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-21,17.3,9.8,12.7,17.3,5.7,12.3,6.9,68.7,4.565,100,16.67,rain,0,0,75.4,45.4,244.8,1010.6,86.3,15.7,53.1,4.6,3,10,2025-04-21T06:00:27,2025-04-21T19:38:40,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-22,23.2,5.9,15,23.2,5.7,14.8,6.3,58.2,0,0,0,,0,0,51.3,32.1,199.1,1018,60.6,16,82.5,7.2,7,10,2025-04-22T05:58:58,2025-04-22T19:39:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-23,24.8,13.7,18.7,24.8,13.7,18.7,10.3,60.7,6.436,100,20.83,rain,0,0,57.5,23.6,197.8,1019.4,87.1,15.6,58.3,5.1,2,10,2025-04-23T05:57:30,2025-04-23T19:40:53,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-24,24.5,11.4,16.5,24.5,11.4,16.5,7.7,57.6,0,0,0,,0,0,37.1,23.3,43.3,1019.2,77.5,16,117.5,10.1,7,10,2025-04-24T05:56:02,2025-04-24T19:41:59,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
